w-100 href,h6 href,h6,mb-0,Website
+603-33418048,https://www.hotfrog.com.my/company/1100237779640320,Taseen Trading Sdn Bhd,,None
+603-62588511,https://www.hotfrog.com.my/company/1100238473236480,Soon Seng Electrical Engineering Sdn Bhd,,None
+603-33718729,https://www.hotfrog.com.my/company/1100244563668992,Polymetal Manufacturing (M) Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100237716930560,Tele Advance Communications,,None
,https://www.hotfrog.com.my/company/1100237306413056,Versa-Matic Asia Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100238314700800,Sunlight Spray & Workshop,,None
+603-91732322,https://www.hotfrog.com.my/company/1100237485580288,Trend Living Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100245169598464,Nishida Wire Harness (M) Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100237714841600,Teletech Communication Enterprise,,None
+603-77844388,https://www.hotfrog.com.my/company/1100237333291008,V-Win,,None
,https://www.hotfrog.com.my/company/1100238316134400,Sungei Pulai Makanan Laut Sdn Bhd,,None
+603-22824564,https://www.hotfrog.com.my/company/1100237716631552,Tele Link Communication,,None
,https://www.hotfrog.com.my/company/1100238471217152,Soon Tiam Chye & Soons Poultry Farm,,None
,https://www.hotfrog.com.my/company/1100237169324032,Welli Construction Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100237722279936,Teh Kah Hong,,None
+603-79833088,https://www.hotfrog.com.my/company/1100237970440192,Syarikat Union Electronic Engineering(Sykt Union Electronic,,None
+603-61562990,https://www.hotfrog.com.my/company/1100237197676544,Wastech Agriculture Sdn Bhd,,None
+603-91308792,https://www.hotfrog.com.my/company/1100238636249088,Sin Fatt Communication,,None
,https://www.hotfrog.com.my/company/1100239221923840,Malaysian Dispersant & Coatings Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100238153064448,Syarikat Kayukayan Kedah Sdn Bhd (Sungai Petani),,None
+603-78769094,https://www.hotfrog.com.my/company/1100236990709760,Yet San Electrical Service,,None
+603-77282998,https://www.hotfrog.com.my/company/1100240480595968,Kabelcom Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100240241721344,Kewpump (M) Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100240933437440,Hup Lean Aik Feedmeal Sdn Bhd,,None
+603-61383995,https://www.hotfrog.com.my/company/1100238673395712,Shivaki Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100241102176256,Ho Geok Trading,,None
,https://www.hotfrog.com.my/company/1100240694366208,Jai Tar Enterprise (M) Sdn Bhd,,None
+603-92850041,https://www.hotfrog.com.my/company/1100240900227072,Iba Engineering & Trading,,None
,https://www.hotfrog.com.my/company/1100240787058688,Intel Application Development Centre Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100240720162816,J. K. Wire Harness Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100238937194496,Mobcall Citycom Marketing,,None
+603-79830605,https://www.hotfrog.com.my/company/1100239536300032,Lian Soon Industries Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100239937843200,Kuik Corporation Sdn Bhd,,None
+603-92001000,https://www.hotfrog.com.my/company/1100238954352640,Mk-Four Marketing (M) Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100240449552384,Kamura Corporation (M) Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100239403737088,Loong Yik Poultry Farm,,None
,https://www.hotfrog.com.my/company/1100238468395008,Soundstream Electronics (M) Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100239265316864,Makmuran Sawmill Sdn Bhd,,None
+603-62741081,https://www.hotfrog.com.my/company/1100241619415040,For Siong Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100238527205376,Smos Electronics (Pg) Sales & Services,,None
+603-26944633,https://www.hotfrog.com.my/company/1100240418889728,Kc Communication Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100238752628736,Serekom Enterprise,,None
,https://www.hotfrog.com.my/company/1100238560841728,Sis Speedy Industrial Supplies Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100241702563840,Fibre Plus Sdn Bhd,,None
+603-78039316,https://www.hotfrog.com.my/company/1100241793634304,Express Engineering Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100240155758592,Kim Poh Sittat Seed Mill Sdn Bhd,,None
+603-31913827,https://www.hotfrog.com.my/company/1100241527377920,Gan Teong San,,None
,https://www.hotfrog.com.my/company/1100241558155264,Fuwaye (M) Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100241935020032,Elite Audio,,None
+603-20310425,https://www.hotfrog.com.my/company/1100241247166464,Harmin Sdn Bhd,,None
+603-56378262,https://www.hotfrog.com.my/company/1100241442676736,Global Voice Corporation Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100241187426304,Heng Yip Mechanical Workshop,,None
+603-78031424,https://www.hotfrog.com.my/company/1100241912598528,Emc Cranes (Kuala Lumpur) Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100241736429568,Far East Polyester (M) Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100236858855424,Zue Guan Feedmills Sdn Bhd,,None
+603-60928511,https://www.hotfrog.com.my/company/1100243125170176,Betamek Electronics (M) Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100237109690368,Winson Radio Trading Co,,None
+603-33435746,https://www.hotfrog.com.my/company/1100241701445632,Fiffa Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100241157038080,Hiasmaju Sdn Bhd,,None
+603-40411941,https://www.hotfrog.com.my/company/1100237104848896,Woh Hup Letrik Sdn Bhd,,None
+603-60916655,https://www.hotfrog.com.my/company/1100236961841152,Yon Lee Farm,,None
+603-90752352,https://www.hotfrog.com.my/company/1100243151577088,Bersatu Construction,,None
,https://www.hotfrog.com.my/company/1100242868465664,Celecom Technology,,None
+603-89450702,https://www.hotfrog.com.my/company/1100242090450944,Digital Sk,,None
+603-42964882,https://www.hotfrog.com.my/company/1100242611933184,Channel Task Sdn Bhd,,None
+603-79825179,https://www.hotfrog.com.my/company/1100242615234560,Chang Engineering Works,,None
+603-41474051,https://www.hotfrog.com.my/company/1100234839212032,Berjaya Unggul Enterprise,,None
,https://www.hotfrog.com.my/company/1100237103689728,Wonderful Wire & Cable Sdn Bhd,,None
+603-31765621,https://www.hotfrog.com.my/company/1100244038787072,Sankyo Precision (M) Sdn Bhd,,None
+603-91724858,https://www.hotfrog.com.my/company/1100236908769280,Z & R Engineering Trading (M) Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100237431459840,Tye Seng Trading & Services,,None
,https://www.hotfrog.com.my/company/1100237048086528,Y Construction Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100237670776832,Ternakan Kamran Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100243188678656,Bee Fuat Company,,None
+603-78752734,https://www.hotfrog.com.my/company/1100236953563136,Yoong Electrical Engineering,,None
+603-40457677,https://www.hotfrog.com.my/company/1100237839736832,Takakom Cellular,,None
+603-27103363,https://www.hotfrog.com.my/company/1100237250744320,Vs Coin Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100244117454848,Sab Electronic Services,,None
,https://www.hotfrog.com.my/company/1100237745803264,Teck Huat Hatchery,,None
+603-61561563,https://www.hotfrog.com.my/company/1100237012819968,Yee Luan Poultry Farm,,None
+603-33418055,https://www.hotfrog.com.my/company/1100236966637568,Yinpolin Agriculture Sdn Bhd,,None
+603-77268800,https://www.hotfrog.com.my/company/1100243557916672,Amps & Tacs (M) Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100237811130368,Tan Kejuruteraan Hawa Dingin & Peti Sejuk,,None
+603-92214585,https://www.hotfrog.com.my/company/1100237162229760,Weng Soon Engineering Sdn Bhd,,None
+603-31676518,https://www.hotfrog.com.my/company/1100236883341312,Zamria Heat Treatment Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100236884426752,Zaliha Indah Hias Enterprise,,None
,https://www.hotfrog.com.my/company/1100237467635712,Trimate Industries Sdn Bhd,,None
+603-58821223,https://www.hotfrog.com.my/company/1100237051838464,Wyphonelink Communication,,None
+603-27111188,https://www.hotfrog.com.my/company/1100237334007808,V V Shop (Malaysia) Sdn Bhd,,None
+603-40412677,https://www.hotfrog.com.my/company/1100237522845696,Top Cable Industries Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100238172233728,Syarikat Jelapang,,None
+603-80622641,https://www.hotfrog.com.my/company/1100237858455552,Taika Enterprise,,None
,https://www.hotfrog.com.my/company/1100237999439872,Syarikat Sin Hock Radio Jam & Tv,,None
,https://www.hotfrog.com.my/company/1100237774864384,Tawau Machinery & Parts Sdn Bhd(Tawau Machinery And Parts Sd,,None
+603-61852718,https://www.hotfrog.com.my/company/1100244448620544,Pureaire Technical Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100237526183936,Tong Seng Welding (Shop),,None
+603-40246605,https://www.hotfrog.com.my/company/1100238228836352,Syarikat Blue Sea Trading,,None
,https://www.hotfrog.com.my/company/1100238145835008,Syarikat Kluang Berjaya Auto Machinery Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100238384394240,Starlight Electrical & Hardware,,None
+603-33716308,https://www.hotfrog.com.my/company/1100237195599872,Wave Electronics Electrical System,,None
+603-42570233,https://www.hotfrog.com.my/company/1100237716029440,Teledata Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100237966307328,Syarikat Wim Hing Poultry Farm Sdn Bhd,,None
+603-77272519,https://www.hotfrog.com.my/company/1100237629939712,The Talk Shop Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100238581661696,Sinmah Multifeed Sdn Bhd,,None
+603-26934608,https://www.hotfrog.com.my/company/1100238067273728,Syarikat Perniagaan Jaguar,,None
,https://www.hotfrog.com.my/company/1100238618570752,Sin Heng Chan (Butterworth) Sdn Bhd,,None
+603-78762999,https://www.hotfrog.com.my/company/1100238842523648,Mos Electronic (Pj) Sales & Services,,None
+603-92854722,https://www.hotfrog.com.my/company/1100237913370624,Szu Keang Trading Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100238383427584,State Electronic Trading Co,,None
,https://www.hotfrog.com.my/company/1100238473945088,Soon Poultry Farm,,None
,https://www.hotfrog.com.my/company/1100238234988544,Syarikat Antara Engineering Supplies,,None
,https://www.hotfrog.com.my/company/1100237774888960,Tawau Machinery & Parts Sdn Bhd (Tawau Machinery And Parts S,,None
,https://www.hotfrog.com.my/company/1100238018461696,Syarikat Sahabat Sejati Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100237691031552,Teo Seng Farming Sdn Bhd,,None
+603-78807888,https://www.hotfrog.com.my/company/1100237912461312,T & T Pacific Sdn. Bhd.,,None
,https://www.hotfrog.com.my/company/1100237829804032,Tan Chye Soon Sdn Bhd,,None
+603-61573979,https://www.hotfrog.com.my/company/1100238228008960,Syarikat Bukit Granite Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100238355456000,Style Electronics Trading Co,,None
,https://www.hotfrog.com.my/company/1100238472175616,Soon Soon Feedmills Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100237834276864,Tan Ah Baa @ Tan Chye Khoon,,None
,https://www.hotfrog.com.my/company/1100239342845952,Macliz Engineering Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100239956615168,Kuantan Marine Engineering,,None
,https://www.hotfrog.com.my/company/1100238533685248,Skyline Frontier Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100240373002240,Kedai Guan Huat,,None
,https://www.hotfrog.com.my/company/1100239319306240,Magna Petroleum Services Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100239507656704,Lim Ah Yew Fishery,,None
+603-33423391,https://www.hotfrog.com.my/company/1100239997489152,Kong Lee Eng Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100240721920000,J K Wire Harness Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100238992510976,Micro Genius Enterprise,,None
,https://www.hotfrog.com.my/company/1100245078462464,Onamba (M) Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100238671638528,Shrimp Mart (M) Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100245452079104,Advance Telecommunication Services,,None
,https://www.hotfrog.com.my/company/1100239480774656,Lim Siew Leng,,None
,https://www.hotfrog.com.my/company/1100239505457152,Lim Chin Siang,,None
+603-62513142,https://www.hotfrog.com.my/company/1100240210595840,Khuan Seng Trading,,None
,https://www.hotfrog.com.my/company/1100238384017408,Starlymers Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100241018580992,Hoon Ho Enterprise Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100241049268224,Homebush Wood Products Sdn Bhd,,None
+603-42978400,https://www.hotfrog.com.my/company/1100239562776576,Leong Wai Keong Agency,,None
+603-51611727,https://www.hotfrog.com.my/company/1100239422476288,Loo Eng Guan,,None
+603-21442718,https://www.hotfrog.com.my/company/1100240524935168,K C Dental Laboratory,,None
,https://www.hotfrog.com.my/company/1100240424546304,Kasiwa Sdn Bhd,,None
+603-89257417,https://www.hotfrog.com.my/company/1100238807666688,Sekolah Memandu Mazris,,None
,https://www.hotfrog.com.my/company/1100241407668224,Golden Tiara Trading Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100239831781376,Ldb Industries (M) Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100239929745408,Kwality Textiles (M) Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100238618542080,Sin Heng Chan (East Coast) Sdn Bhd,,None
+603-56366250,https://www.hotfrog.com.my/company/1100240876232704,Ideal Theme Sdn Bhd,,None
+603-79807599,https://www.hotfrog.com.my/company/1100239623827456,Lee Foong Engineering Works,,None
,https://www.hotfrog.com.my/company/1100239478292480,Lim Yoo Chong Farm Sdn Bhd,,None
+603-56378648,https://www.hotfrog.com.my/company/1100240588431360,Johan Inspection Services Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100240063774720,Klk Electronics Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100239624839168,Lee Chye @ Lee Kok Yam,,None
,https://www.hotfrog.com.my/company/1100239018020864,Metro Communication Sdn. Bhd.,,None
,https://www.hotfrog.com.my/company/1100238954717184,Mk Communication Services Sdn Bhd,,None
+603-91024524,https://www.hotfrog.com.my/company/1100238936666112,Mobile One,,None
,https://www.hotfrog.com.my/company/1100240470798336,Kam Soon Seng Engineering Workshop,,None
+603-20947992,https://www.hotfrog.com.my/company/1100238618509312,Sin Heng Chan (Malaya) Bhd,,None
+603-77272840,https://www.hotfrog.com.my/company/1100240731369472,Ismara Sdn Bhd,,None
+603-56365677,https://www.hotfrog.com.my/company/1100238375211008,Stone World Sdn Bhd,,None
+603-21449900,https://www.hotfrog.com.my/company/1100239155224576,Master Power Communication Sdn Bhd,,None
+603-62574472,https://www.hotfrog.com.my/company/1100240614694912,Jiklee Sdn Bhd,,None
+603-60919585,https://www.hotfrog.com.my/company/1100241101602816,Ho Hup Poultry Farm,,None
,https://www.hotfrog.com.my/company/1100240097832960,Kleenrite Janitorial Supplies Co,,None
,https://www.hotfrog.com.my/company/1100241436692480,Goda (M) Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100240697110528,Jadi Wira Marketing,,None
,https://www.hotfrog.com.my/company/1100242000805888,East Coast Machinery Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100241473052672,Germany Electronic Engineering,,None
+603-56318033,https://www.hotfrog.com.my/company/1100242915102720,Capmar (M) Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100242613506048,Chang Sin Electronic Repair Co,,None
,https://www.hotfrog.com.my/company/1100241587539968,Fs Fish Gear Sdn Bhd,,None
+603-62762928,https://www.hotfrog.com.my/company/1100241183375360,Heross Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100240652423168,Jasin Golf Club,,None
+603-92214606,https://www.hotfrog.com.my/company/1100241158856704,Hiap Lee Engineering Works,,None
,https://www.hotfrog.com.my/company/1100241648963584,Fms Audio Sdn Bhd,,None
+603-80759118,https://www.hotfrog.com.my/company/1100242212720640,Daichem Enterprise (M) Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100242395832320/cimei-food-ingredients-sdn-bhd/johor-bahru/food-and-beverages,Cimei Food Ingredients Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100242920693760,Camtronics Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100242424705024,Chua Cheng Kim,,None
,https://www.hotfrog.com.my/company/1100241875599360,Eow Han Chong,,None
+603-79837411,https://www.hotfrog.com.my/company/1100242217910272,D. S. Electric Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100242124591104,Desa Cargill Sdn Bhd,,None
+603-51220070,https://www.hotfrog.com.my/company/1100242305667072,Connel Bros Co. Ltd,,None
,https://www.hotfrog.com.my/company/1100241409314816,Golden Potential Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100241432809472,Goh Soon Lee,,None
+603-42949400,https://www.hotfrog.com.my/company/1100242091429888,Digital Cellular Enterprise,,None
,https://www.hotfrog.com.my/company/1100242367029248,Clarion (M) Sdn Bhd,,None
+603-62726730,https://www.hotfrog.com.my/company/1100241965608960,Eewada Construction Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100242187309056,Dapat Pasti Sdn Bhd,,None
+603-92218323,https://www.hotfrog.com.my/company/1100242482249728,Choi Kim Joo (Braided Cables & Wire Sdn Bhd),,None
,https://www.hotfrog.com.my/company/1100242300366848,Cooling Capacity (Bj) Sdn Bhd,,None
+603-80247073,https://www.hotfrog.com.my/company/1100242277511168,Cottage Delights Sdn Bhd,,None
+603-92218323,https://www.hotfrog.com.my/company/1100242482225152,Choi Kim Joo(Braided Cables & Wire Sdn Bhd),,None
+603-33722715,https://www.hotfrog.com.my/company/1100240874745856,Idris Communication Services,,None
,https://www.hotfrog.com.my/company/1100241966006272,Eee Chin Oon,,None
+603-55132454,https://www.hotfrog.com.my/company/1100241784520704,Fadara Ferrocrete Sdn Bhd,,None
+603-21641976,https://www.hotfrog.com.my/company/1100241640996864,Foo Wen Enterprise,,None
,https://www.hotfrog.com.my/company/1100241935548416,Elifax Gardening Centre Sdn Bhd,,None
+603-92211086,https://www.hotfrog.com.my/company/1100241711489024,Federal Electronics Company,,None
+603-79588216,https://www.hotfrog.com.my/company/1100242884603904,Ccm Bioscience Sdn Bhd,,None
+603-20265068,https://www.hotfrog.com.my/company/1100241910280192,Emitex Communications Enterprise,,None
,https://www.hotfrog.com.my/company/1100240907337728,Hwee Huang Enterprise,,None
,https://www.hotfrog.com.my/company/1100242374324224,City Communication Centre,,None
,https://www.hotfrog.com.my/company/1100241069580288,Hokming Sawmill Sdn Bhd,,None
+603-92009930,https://www.hotfrog.com.my/company/1100241792319488,Extra Business Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100241850040320,Erten Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100241473032192,Germany Letronik Engineering,,None
+603-56378099,https://www.hotfrog.com.my/company/1100241945092096,Eita Holdings Sdn Bhd,,None
+603-40426263,https://www.hotfrog.com.my/company/1100241373945856,Great Wall Enterprise,,None
,https://www.hotfrog.com.my/company/1100241708433408,Fedflour Trading (Sabah) Sdn Bhd,,None
+603-62773310,https://www.hotfrog.com.my/company/1100241700855808,Filano Communication Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100242616610816,Chan Yong Farming Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100241379332096,Grand Banks Yachts Sdn Bhd,,None
+603-92857680,https://www.hotfrog.com.my/company/1100243326935040,Aw Electrical Air Conditioning Sdn Bhd,,None
+603-79566477,https://www.hotfrog.com.my/company/1100241708077056,Feedmeal Malaysia Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100241708400640,Fedflour Trading (Sarawak) Sdn Bhd,,None
+603-62572238,https://www.hotfrog.com.my/company/1100242535936000,Chi-Tak Electrical (Kl) Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100242946048000,Cableart Enterprise,,None
+603-21633963,https://www.hotfrog.com.my/company/1100243497476096,April Communication,,None
+603-77272502,https://www.hotfrog.com.my/company/1100243352338432,Autoart (M) Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100243471286272,Arise Engineering Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100241158766592,Hiap Lee Manufacturing Industries Sdn Bhd,,None
+603-20931222,https://www.hotfrog.com.my/company/1100243004108800,Bukit Kiara Resort Bhd,,None
+603-90592233,https://www.hotfrog.com.my/company/1100243247759360,Ban Foong Construction Sdn Bhd,,None
+603-60352101,https://www.hotfrog.com.my/company/1100244683206656,Perternakan Sepang Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100243268640768,Bake-Mate Enterprise,,None
+603-61869668,https://www.hotfrog.com.my/company/1100243588800512,Alpha Geotechnique Sdn Bhd,,None
+603-56325855,https://www.hotfrog.com.my/company/1100243385389056,Assp Trading Network Sdn Bhd,,None
+603-61579299,https://www.hotfrog.com.my/company/1100243502878720,Ap Coating Sdn Bhd,,None
+603-41493868,https://www.hotfrog.com.my/company/1100243268489216,Bakers' Choice,,None
,https://www.hotfrog.com.my/company/1100244484087808,Prodiamond Glass Sdn Bhd,,None
+603-21452496,https://www.hotfrog.com.my/company/1100243901382656,Abd Rahman Hassan,,None
,https://www.hotfrog.com.my/company/1100243067301888,Boh Thai @ Wang Ban Yong,,None
,https://www.hotfrog.com.my/company/1100244318449664,Rancangan Bina Sdn Bhd,,None
,https://www.hotfrog.com.my/company/1100243643715584,Aksesori Kereta Sinar,,None
+603-51916396,https://www.hotfrog.com.my/company/1100243268599808,Bakels (M) Sdn Bhd,,None
+603-56334849,https://www.hotfrog.com.my/company/1100245078417408,Onasia Automotive Sdn Bhd,,None
+603-77825559,https://www.hotfrog.com.my/company/1100243418468352,Ashrat Holding Malaysia Sdn Bhd,,None
